MATRICOLA,COGNOME,NOME,CITTADINANZA,EMAIL,COD.INS.CREDITI,CDS STUDENTE,FREQUENZA,ESAME,VOTO ESAME,ATHOME,SDSS,INFO MOBILITA,STUDENTE ALL'ESTERO,INS IN L.A.,ANNO ISCRIZ.,CONDIZIONE
369329,HU,DENIS GABRIEL,ITALIANA,s371968@studenti.polito.it,14BHDXD (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368291,HU,GIULIO,ITALIANA,s372481@studenti.polito.it,14BHDMB (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
327359,HU,THOMAS,ITALIANA,s370776@studenti.polito.it,14BHDYI (8),INF1T3,Frequentato nel 2024/2025,,,,,,N,N,2025/26,ATTIVO,
356496,HYKA,VITTORIA,ITALIANA,s353375@studenti.polito.it,14BHDYI (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
367988,HYSENAJ,SAMUELE,ITALIANA,s367861@studenti.polito.it,14BHDYE (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371088,HYSI,FRANK,ITALIANA,s372282@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368651,IACOVINO,AGNESE,ITALIANA,s358393@studenti.polito.it,14BHDYI (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
355571,IANNETTA,ELISA,ITALIANA,s322612@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
342271,IANZANO,LORENZO,ITALIANA,s371036@studenti.polito.it,14BHDYI (8),ELT1T1,Frequentato nel 2024/2025,,,,,,N,N,2026/27,ATTIVO,
365585,IARLORI,ALEXANDRO DARIUS,ITALIANA,s371665@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
340840,IEMMOLO,ASSIA,ITALIANA,s368949@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
351713,IEMOLO,FILIPPO,ITALIANA,s329973@studenti.polito.it,14BHDYE (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
322612,IERINO,FEDERICO,ITALIANA,s356843@studenti.polito.it,14BHDYE (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
322713,IERO,ALESSIO,ITALIANA,s373947@studenti.polito.it,14BHDYE (8),CHI1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
369315,IEULIA,MATTEO,ITALIANA,s358560@studenti.polito.it,14BHDYI (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
374784,IGESCU,RIME,ITALIANA,s369126@studenti.polito.it,14BHDYO (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
370829,ILARI,ALESSANDRO,ITALIANA,s368820@studenti.polito.it,14BHDYE (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
367345,ILESCU,GABRIELE,ITALIANA,s370743@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368712,ILICI,ELISA,ITALIANA,s374521@studenti.polito.it,14BHDYE (8),MTM1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
369455,IMBRIANI,PAOLO,ITALIANA,s355588@studenti.polito.it,14BHDXT (8),MEC1T1,Frequentato nel 2025/2026,,,,,,N,N,2026/27,ATTIVO,
368270,IMPEMBA,FABRIZIO,ITALIANA,s370525@studenti.polito.it,14BHDOA (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
371008,IMPERIALE,ALBERTO,ITALIANA,s372469@studenti.polito.it,14BHDXT (8),MEC1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
372258,IMPROTA,IMANE,ITALIANA,s373554@studenti.polito.it,14BHDYE (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2024/25,ATTIVO,
287018,INCREMONA,FILIPPO,ITALIANA,s364962@studenti.polito.it,14BHDYI (8),CHI1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368723,INCRIVAGLIA,FEDERICO,ITALIANA,s340069@studenti.polito.it,14BHDYE (8),INF1T3,Da frequentare (puÃ² sost. esami),,,,,,N,N,2026/27,ATTIVO,
368390,INGOGLIA,EHAB SHABAN MOHAMED SALEM,ITALIANA,s372141@studenti.polito.it,14BHDXD (8),MEC1T1,Non attivo,,,,,,N,N,2024/25,ATTIVO,
250762,INGRASSIA,ISABEL,ITALIANA,s366395@studenti.polito.it,14BHDYI (8),CHI1T1,Frequenza convalidata,,,,,,N,N,2020/21,ATTIVO,
367201,INSALACO,NICHOLAS,ITALIANA,s371088@studenti.polito.it,14BHDMQ (8),ELT1T1,Da frequentare (puÃ² sost. esami),,,,,,N,N,2025/26,ATTIVO,
372150,NICOTRA,CECILIA,ITALIANA,s356532@studenti.polito.it,14BHDYI (8),INF1T3,Frequentato nel 2025/2026,,,,,,N,N,2025/26,ATTIVO,
